code,year_,freq,ITEM5601,ITEM6008,ITEM8001,ITEM9304
105426,2016,A,NEX,MA0000011140,332040960,0.48105
105443,2016,A,CBOE,US12503M1080,6006171334.2,18.89055
105444,2016,A,CBOE,US12503M1080,,
105459,2016,A,UFI,US9046772003,582361184.08,1.73556
105480,2016,A,,,,
105482,2016,A,,,,
105519,2016,A,GM,US37045V1008,52260000000,1.19217
105521,2016,A,LGND,US53220K5048,2124594074.6,6.22519
105525,2016,A,PEN,NO0010564701,272438937.91,0.58196
105549,2016,A,LYB,NL0009434992,32854978920,5.73035
105550,2016,A,LYB,NL0009434992,32854978920,5.73035
105552,2016,A,SPG,NZSPGE0001S2,805233193.31,1.11929
105568,2016,A,UFI,CY0004980716,,
105575,2016,A,REG,CY0004460719,20246.825,0.05724
105590,2016,A,ELF,CY0006191312,4560000,0.6389
105600,2016,A,ARI,CY0005280215,1873393.8,0.13612
105666,2016,A,CSII,OM0000001269,2600000,1.09336
105677,2016,A,ROL,CY0006110718,2166665.44,0.18689
105701,2016,A,BLUE,CY0004941411,6530198.706,0.48214
105718,2016,A,CTO,CY0001350418,4164186,0.52645
105728,2016,A,NEM,CY0006301218,,
105733,2016,A,KAR,CY0006240218,244000,0.23112
105769,2016,A,ALT,VN000000ALT1,71135191600,0.3458
105786,2016,A,CMC,VN000000CMC1,22805250000,0.46937
105787,2016,A,LTC,VN000000LTC7,23847200000,0.32229
105791,2016,A,ABT,VN000000ABT2,505879308000,1.21691
105795,2016,A,PPG,VN000000PPG7,,
105813,2016,A,TCS,VN000000TCS2,136918542300,0.50706
105830,2016,A,VST,VN000000VST2,70799204400,-0.15143
105831,2016,A,PJT,VN000000PJT3,139542370259,0.94517
105841,2016,A,SJM,VN000000SJM2,6000000000,0.60173
105871,2016,A,TTC,VN000000TTC0,118810560000,1.10801
105884,2016,A,MDC,VN000000MDC9,124226406800,0.5075
105885,2016,A,RCL,VN000000RCL1,177633398011,0.81568
105891,2016,A,HAS,VN000000HAS1,66300000000,0.49691
105898,2016,A,HST,VN000000HST1,9526016000,0.57172
105905,2016,A,NSC,VN000000NSC5,1.4137263E12,1.58696
105909,2016,A,TPC,VN000000TPC8,161644065600,0.51307
105923,2016,A,GGG,VN000000GGG5,4817728000,-0.04864
105924,2016,A,SGC,VN000000SGC9,351660936000,3.01397
105963,2016,A,TRC,VN000000TRC4,779093750000,0.53458
105974,2016,A,CMT,VN000000CMT5,91770462000,0.67001
105982,2016,A,TPH,VN000000TPH7,19539975500,0.84974
106014,2016,A,SRC,VN000000SRC6,488302603200,1.41873
106023,2016,A,TMP,VN000000TMP7,1.82E12,1.94724
106029,2016,A,TNC,VN000000TNC3,202125000000,0.65746
106030,2016,A,VMC,VN000000VMC1,305000000061,1.2439
106035,2016,A,GDOT,US39304D1028,1189581150,1.73983
106037,2016,A,,,,
106038,2016,A,HHC,US44267D1072,4540039342.3,1.76811
106043,2016,A,PGC,VN000000PGC5,778376776500,1.08353
106054,2016,A,PNC,VN000000PNC1,180349161700,1.89505
106055,2016,A,PTC,VN000000PTC8,121319993116,0.57238
106060,2016,A,MPC,VN000000MPC3,,
106062,2016,A,BCC,VN000000BCC4,1.6501508E12,0.8551
106072,2016,A,MCO,VN000000MCO6,6566286400,0.13465
106081,2016,A,FMC,VN000000FMC4,684000000046,1.36935
106087,2016,A,TSC,VN000000TSC2,388314460219,0.23628
106104,2016,A,SEB,VN000000SEB6,772000000000,2.71378
106108,2016,A,HVT,VN000000HVT5,225255209500,1.56295
106119,2016,A,GLT,VN000000GLT8,235807584000,2.47219
106123,2016,A,MAC,VN000000MAC5,128331672158,0.71699
106126,2016,A,NHC,VN000000NHC8,117403521200,2.24626
106140,2016,A,HHC,VN000000HHC0,533812500000,1.63118
106147,2016,A,MMC,VN000000MMC0,2528000000,0.34369
106150,2016,A,VHC,VN000000VHC1,5.3350488E12,2.235
106157,2016,A,APG,VN000000APG9,,
106158,2016,A,CCI,VN000000CCI9,210493260000,0.79808
106159,2016,A,TDC,VN000000TDC4,590000000000,0.49433
106169,2016,A,VFC,VN000000VFC5,429273487400,0.98236
106191,2016,A,EBS,VN000000EBS6,85704022400,0.68534
106195,2016,A,SAM,VN000000SAM1,1.6401416E12,0.67629
106197,2016,A,SBT,VN000000SBT4,5.9745564E12,2.22089
106201,2016,A,HCC,VN000000HCC1,134337524512,1.83498
106206,2016,A,MTG,VN000000MTG6,44399981500,0.37449
106208,2016,A,CMG,VN000000CMG2,1.033386E12,1.20402
106213,2016,A,TMX,VN000000TMX1,67200000000,0.68298
106223,2016,A,KSS,VN000000KSS7,,
106242,2016,A,VSH,VN000000VSH7,3.1967393E12,1.13965
106244,2016,A,INN,VN000000INN3,702000000066,2.32635
106284,2016,A,SGH,VN000000SGH8,280665070000,1.98847
106286,2016,A,HPP,US4440971095,4747199933.3,1.52973
106480,2016,A,SCL,VN000000SCL9,58337886628,0.32645
106485,2016,A,ADP,VN000000ADP6,537596989923,2.65547
106491,2016,A,MAS,VN000000MAS1,466667361603,7.434
106494,2016,A,HPP,VN000000HPP5,366180056000,1.53915
106517,2016,A,DRH,VN000000DRH7,1.274E12,2.08321
106520,2016,A,HIG,VN000000HIG9,85916921200,0.26034
106702,2016,A,RRC,ROPTRMACNOR5,2513744496.9,-1.08955
106743,2016,A,FAST,RU0007661112,,
106776,2016,A,CMP,ROCMPSACNOR9,248361878.13,0.67163
106777,2016,A,BIO,ROBIOFACNOR9,266049150.48,1.34953
106810,2016,A,EVER,ROSIFBACNOR0,809779757.28,0.50608
107106,2016,A,ASB,CY1000031710,26775835.832,0.32947
107156,2016,A,CTS,EE3100126368,63868637.2,0.92812
107169,2016,A,PPL,ROPRLAACNOR7,45241707.337,0.73312
107171,2016,A,STZ,ROSTZOACNOR8,24131095.35,0.38829
107175,2016,A,ALT,ROALTCACNOR1,29347007.931,0.46493
107256,2016,A,MAN,PLADDRG00015,13886681.76,1.4272
107329,2016,A,VRA,US92335C1062,424474960,1.49576
107362,2016,A,TER,AU000000TER9,14405587.548,-0.65717
107396,2016,A,CFFN,US14057J1016,2263022391.1,1.65921
107466,2016,A,QUAD,BG1100102059,,
107495,2016,A,ALB,BG11ALBAAT17,261071308.2,0.56493
107516,2016,A,LAND,BG1100067054,12606825,0.76558
107537,2016,A,FORM,BG11FOKAAT18,18424689.25,4.65389
107546,2016,A,SLB,BG11SLNEAT19,3721793.008,0.08579
107599,2016,A,HES,BG11HIYMAT14,77614546.032,2.38623
107643,2016,A,UNIT,EGS65061C011,1158045000,3.96153
107648,2016,A,CASH,PK0059201019,147735678.75,0.8792
107671,2016,A,,,,
107672,2016,A,,,,
107682,2016,A,MAC,CA88337H1010,3970006.1,4.38982
107688,2016,A,PX,CA7056465031,9421533.16,-28.16901
107689,2016,A,MCF,CA55401M1005,642749.64,3.52829
107757,2016,A,ETR,BG1100001038,24800000,4.58834
107788,2016,A,KMT,VN000000KMT8,88619058000,0.74263
107797,2016,A,ARCT,SE0000697948,9593297.54,0.32102
107914,2016,A,HSKA,US42805E3062,503065251.6,5.78402
107919,2016,A,ORLY,US67103H1077,25850873814,15.88735
107924,2016,A,UTL,BMG917071026,157829153.19,0.54226
107953,2016,A,MED,ES0161857018,47052318.474,5.75172
107956,2016,A,MSI,US6200763075,13651983000,-14.1618
107977,2016,A,NINE,TH1042010005,266975033.24,0.99695
108019,2016,A,RPT,CA04271B3074,,
108043,2016,A,PGC,CA72766E1025,717958.275,-0.44924
108051,2016,A,SNA,CA8551571034,9772370.125,-3.2175
108094,2016,A,NWE,CA6491552072,5877877.15,1.16741
108121,2016,A,SRI,CA8472431029,7796282.2,-13.9165
108137,2016,A,FL,CA35910P1099,33320543.2,6.62408
108144,2016,A,GHL,CA38150G1028,373363.625,-0.9395
108167,2016,A,CMI,CA1250091008,37265241,1.86926
108204,2016,A,CRI,CA1484777067,1649794.8,0.04129
108249,2016,A,EXC,LU0472835155,50184237.5,0.59642
108260,2016,A,ABT,NO0010307135,67232795.443,1.0884
108268,2016,A,DIOD,RU000A0JQWC1,298290000,0.21074
108274,2016,A,,,,
108351,2016,A,,,,
108354,2016,A,,,,
108355,2016,A,,,,
108357,2016,A,,,,
108363,2016,A,,,,
108367,2016,A,,,,
108371,2016,A,ALRS,RU0007252813,717568601331,2.7899
108377,2016,A,,,,
108378,2016,A,,,,
108380,2016,A,,,,
108384,2016,A,,,,
108389,2016,A,,,,
108449,2016,A,ATI,GB00B05N8X20,35294389.928,0.95925
108466,2016,A,THRM,CA8834261080,551762.185,-0.2907
108479,2016,A,MC,CA55379T1030,,
108481,2016,A,EOG,CA27887W1005,18709685.5,3.86372
108496,2016,A,SP,CA8280793016,2870077.8567,-27.82753
108523,2016,A,DBI,DE000A0Z25L1,32080292,14.57951
108544,2016,A,TGI,IL0010901416,153861889.85,2.06462
108566,2016,A,AMAL,JO3123111010,10200000,0.6583
108588,2016,A,SLCA,JO4117011018,7810489.5,8.31213
108632,2016,A,INVH,JO3122611010,,
108646,2016,A,CRS,MA0000011868,99508500,0.97214
108652,2016,A,PRGS,RSPROGE21643,97904256,0.10622
108664,2016,A,ALK,MKALKA101011,7578874200,0.89769
108670,2016,A,WD,US93148P1021,921991200,1.51093
108700,2016,A,TPC,CA88075A1021,207380.01,1.96721
108704,2016,A,DAN,CA04035D1024,78118464,2.97519
108714,2016,A,MOS,CA60705U1057,8657129.25,-5.92217
108719,2016,A,CAKE,CA7503971011,,
108735,2016,A,NVRO,CA29408C1005,17124519.54,0.30993
108763,2016,A,KW,JMP607321073,28618302000,1.54358
108775,2016,A,ABUS,JO3125611017,,
108800,2016,A,FRST,JO3126911010,27750000,0.37125
108840,2016,A,DEL,PK0092401014,74989425.011,0.33545
108849,2016,A,PRTK,RU000A0JQU47,52397999986,1.70594
108873,2016,A,EL,CA29282R7022,8737460.64,3.21199
108877,2016,A,AAL,CA00782P1080,16631063.1,8.41156
108889,2016,A,MCS,CA5799031052,2830048,0.83318
108902,2016,A,SLGN,IL0011022352,28539779.943,0.69057
108925,2016,A,NXGN,IL0010839301,5566881.984,1.06708
108941,2016,A,MSFT,JO3124311015,10360000,0.47317
108970,2016,A,BOOM,JE00BJYJFG60,13557960.658,10.21635
108973,2016,A,,,,
108978,2016,A,,,,
108979,2016,A,,,,
109023,2016,A,HAIN,IL0010946221,42106016,1.18581
109082,2016,A,,,,
109121,2016,A,,,,
109126,2016,A,LXFR,,,
109327,2016,A,FLNT,US34380C1027,1283257343,0.8046
109328,2016,A,DLB,DE0005540306,5160600,1.03951
109497,2016,A,PARA,SE0002392886,60658128.109,5.63839
109531,2016,A,GRC,CA39773A1003,17006966.88,0.52077
109534,2016,A,CUBE,CA79575K1049,3272624.91,4.70465
109535,2016,A,REX,CA68616X1006,53122261.92,4.16992
109545,2016,A,SBB,CA7852461093,215659683.96,0.63732
109553,2016,A,AWI,CA0076421019,12770998.91,0.75296
109558,2016,A,RMD,CA7651872086,2612644.68,3.65186
109584,2016,A,,,,
109586,2016,A,,,,
109587,2016,A,,,,
109588,2016,A,,,,
109589,2016,A,,,,
109590,2016,A,,,,
109592,2016,A,,,,
109593,2016,A,,,,
109594,2016,A,,,,
109595,2016,A,,,,
109596,2016,A,,,,
109597,2016,A,,,,
109598,2016,A,,,,
109602,2016,A,,,,
109607,2016,A,,,,
109610,2016,A,,BRINVTDBS017,,
109611,2016,A,,,,
109612,2016,A,,BRITPBDBS022,,
109627,2016,A,,,,
109632,2016,A,,,,
109645,2016,A,SGC,CA86769Q1028,,
109657,2016,A,AMG,CA0017053004,,
109672,2016,A,MMS,AU0000065070,2448713.97,0.42711
109678,2016,A,CAC,CA13710X1015,,
109714,2016,A,BRY,CA10778T1057,9216862.59,0.32599
109746,2016,A,EMR,CA29103R1055,1975100.425,-61.91184
109787,2016,A,MAS,CA57457A1057,1595218.65,1.90331
109793,2016,A,CL,CA22587M1068,141369.7,-0.13266
109795,2016,A,SUP,CA6658043089,8035228.915,1.43855
109829,2016,A,KAR,CA4856631086,18801835.73,1.79471
109842,2016,A,AMK,CA0252883099,12612310.81,7.94798
109848,2016,A,MTX,CA5909152038,5945344.075,-3.0253
109849,2016,A,SR,CA86277X3004,2018126.44,6.95542
109855,2016,A,NOC,CA65654L1058,4006553.9,6.77966
109877,2016,A,MAT,CA5765411064,6163508.34,2.1327
109891,2016,A,LAB,CA50543R1091,1519947.985,3.01847
109892,2016,A,FMC,CA34985Q1000,4046317.8,1.75111
109916,2016,A,LUV,CA5471531064,242107.55,-0.6105
109922,2016,A,HHS,CA4283862056,849638.625,-0.61501
109940,2016,A,COO,CA6886041079,2476554.6255,-0.86401
109956,2016,A,ABC,PLABCDT00014,236607481.5,0.87612
110005,2016,A,MUR,CA6264262099,4552217.1,2.37404
110014,2016,A,ALR,CA0143421091,,
110030,2016,A,RPM,CA7837274074,120061598.28,1.7523
110036,2016,A,PUMP,CA98143W1014,,
110042,2016,A,SAFE,CA88575W1095,882779.82,1.08303
110055,2016,A,WMK,CA9654241046,1802630,-0.05641
110069,2016,A,MD,CA59751U1003,60688602.87,2.55043
110099,2016,A,B,CA07329N1087,4280679.315,-15.12374
110113,2016,A,MPX,CA5534431021,4333303.065,-7.99695
110115,2016,A,AL,CA00165X1087,5404913.76,0.43464
110126,2016,A,RMR,CA7759011017,,
110129,2016,A,VVV,CA92330B1031,,
110142,2016,A,STC,CA80100R4089,10068740.589,0.55242
110169,2016,A,BTU,CA05605B1031,,
110182,2016,A,AGX,CA8283411079,264803.845,-0.03782
110187,2016,A,PCS,CA72765M1059,,
110195,2016,A,NRG,CA65250B1058,2608538.94,1.61943
110209,2016,A,AEP,CA0493041085,325090.92,-0.53824
110227,2016,A,HCC,CA4104991076,972135.18,-8.19672
110282,2016,A,TBK,CA89279P1018,30172218.48,2.27531
110295,2016,A,SUI,CA8682112021,289432.395,-0.2373
110313,2016,A,,,,
110314,2016,A,,,,
110316,2016,A,,,,
110317,2016,A,,,,
110318,2016,A,,,,
110352,2016,A,,,,
110370,2016,A,DEL,PLDELKO00019,69846400,1.20166
110406,2016,A,ISRG,IL0011871949,15554710.785,0.70384
110410,2016,A,LBRT,IL0010850423,,
110435,2016,A,AMRK,IL0010922040,380405902.5,1.54285
110463,2016,A,EXPO,IL0007040152,270070243.04,0.519
110469,2016,A,CRMT,IL0004400169,37957135.35,0.65076
110477,2016,A,MTRN,IL0010910656,1517375689.7,5.44497
110493,2016,A,ALM,MA0000010936,556349076,1.53899
110495,2016,A,DRI,MA0000011421,880206250,4.09489
110530,2016,A,SSNC,US78467J1007,5807021649,2.5711
110531,2016,A,SSNC,US78467J1007,5807021649,2.5711
110532,2016,A,,,,
110550,2016,A,SMBC,CI0000000170,36247680000,207.1296
110560,2016,A,AQUA,DK0060338572,,
110576,2016,A,AGR,VN000000AGR5,525887883254,0.31904
110592,2016,A,DLX,DE000A0MZ4B0,36462855,2.46755
110593,2016,A,FTK,DE000FTG1111,229132239.88,3.03221
110609,2016,A,BOC,KE0000000042,1601086572,0.9477
110619,2016,A,PRO,MA0000011660,1210000000,3.83278
110697,2016,A,CRS,PLCPRSC00012,13518692.24,0.44923
110860,2016,A,HIL,,,
110862,2016,A,SSP,,,
110886,2016,A,ALR,ROALROACNOR0,835121587.95,0.92786
110887,2016,A,ALU,ROALUMACNOR8,28125000,0.5982
110960,2016,A,PRO,CA76126F1053,48174746.71,0.76339
110963,2016,A,ARCH,CA03938C1041,25040100.735,-97.48428
110987,2016,A,TTD,CA8875391044,4677643.155,9.05624
111068,2016,A,TLS,TN0002100907,165239959.64,0.98904
111084,2016,A,CSL,CA2057193054,14125438.75,1.16545
111097,2016,A,DHR,CA25470W2067,1067870.2493,9.34579
111105,2016,A,MN,CA5626783008,507114.78,-0.41494
111109,2016,A,PFC,CA71648X1069,12716065.28,0.85763
111128,2016,A,CIM,CA12552T1030,,
111141,2016,A,,,,
111142,2016,A,KMI,US49456B1017,46185420373,1.34138
111206,2016,A,APAM,LU0569974404,3380331684.3,1.43722
111209,2016,A,AGM,MA0000010944,508000000,5.74141
111211,2016,A,CRM,PLCMRAY00029,132545920,1.29927
111212,2016,A,CHS,PLCHMDW00010,31009300,0.4265
111227,2016,A,AL,TN0002300358,193501175.34,4.15551
111236,2016,A,TPR,TN0007270010,141488680,1.5014
111339,2016,A,VIVE,SE0000722365,1388356261.3,4.25808
111406,2016,A,CTS,VN000000CTS2,578477164532,0.54076
111449,2016,A,POOL,CA73278C1059,,
111490,2016,A,GIII,CA75888V1004,3178365.7,-3.04136
111494,2016,A,ABC,CA04517Y1034,,
111541,2016,A,ELVT,CA28623W1077,40021154.42,1.49695
111592,2016,A,ARCH,BMG0451H1170,85050704.746,2.87335
111596,2016,A,LBC,CA53014U3047,6319568.52,9.27357
111668,2016,A,CC,TN0007400013,354596890.78,3.31227
111674,2016,A,AGM,CA0144301029,28878087.87,4.09029
111678,2016,A,,,,
111679,2016,A,MED,CA58436R2019,11979099.33,8.7766
111690,2016,A,LAD,CA6432532068,12450057.76,1.98413
111700,2016,A,,,,
111719,2016,A,,,,
111723,2016,A,,MX91FE010035,,
111730,2016,A,CMC,AU000000CMC0,2925342.735,0.26042
111771,2016,A,HST,AT0000A021K7,71470040.58,2.15889
111789,2016,A,WELL,GB0009473348,1049903.575,0.28042
111795,2016,A,CPF,US1547604090,967617955.06,1.9174
111817,2016,A,VC,US92839U2069,2651220000,4.52427
111869,2016,A,EPM,AU000000EPM8,7716935.584,2.89855
111876,2016,A,F,CA31809M1095,2231658.55,-39.68254
111908,2016,A,SEAS,CY0016590719,629784.892,-0.00478
111937,2016,A,,US45138AM539,,
111962,2016,A,,,,
111968,2016,A,,,,
111969,2016,A,,,,
111975,2016,A,NSC,PS5008111955,3972266.25,0.7789
111981,2016,A,HL,JMP5032G1088,,
112002,2016,A,,,,
112005,2016,A,,,,
112008,2016,A,,,,
112009,2016,A,,,,
112010,2016,A,,,,
112012,2016,A,,,,
112013,2016,A,,,,
112016,2016,A,,,,
112021,2016,A,,,,
112022,2016,A,,,,
112024,2016,A,,,,
112027,2016,A,,,,
112029,2016,A,,,,
112050,2016,A,XXII,US90137F1030,133066829.51,4.06264
112247,2016,A,SPSC,US78463M1071,1193801224.1,4.78925
112265,2016,A,,,,
112267,2016,A,,,,
112271,2016,A,,,,
112272,2016,A,,,,
112275,2016,A,,,,
112279,2016,A,,,,
112280,2016,A,,,,
112281,2016,A,,,,
112282,2016,A,,,,
112283,2016,A,,,,
112285,2016,A,,,,
112290,2016,A,,,,
112295,2016,A,,,,
112297,2016,A,,,,
112299,2016,A,,,,
112300,2016,A,,,,
112303,2016,A,MTRN,US5766901012,789940800,1.59878
112306,2016,A,SOI,CA8299085081,39511605.9,2.56259
112310,2016,A,CAG,CA20459W1032,,
112327,2016,A,,,,
112328,2016,A,,,,
112329,2016,A,,,,
112333,2016,A,BAH,US0995021062,5338088104.3,9.49395
112375,2016,A,,,,
112376,2016,A,,,,
112395,2016,A,,RU000A0JPX60,,
112430,2016,A,FLT,US3390411052,12996763466,4.2142
112437,2016,A,PACB,US69404D1081,352172600,4.15946
112498,2016,A,PPC,US72147K1088,4729386179.6,5.32982
112566,2016,A,NSP,US45778Q1076,1491723750,24.64637
112607,2016,A,RYI,US7837541041,495720436.95,-9.75827
112609,2016,A,,ARPETQ050038,,
112619,2016,A,,,,
112628,2016,A,CPF,,,
112632,2016,A,,,,
112637,2016,A,,,,
112654,2016,A,,,,
112658,2016,A,,,,
112659,2016,A,,,,
112661,2016,A,,,,
112663,2016,A,,,,
112670,2016,A,,,,
112672,2016,A,,,,
112673,2016,A,,,,
112674,2016,A,,,,
112677,2016,A,,CA92550B1067,,
112688,2016,A,,,,
112702,2016,A,FTV,,,
112725,2016,A,,,,
112759,2016,A,,,,
112761,2016,A,,,,
112765,2016,A,,,,
112771,2016,A,,RU000A0JP4B1,,
112773,2016,A,,,,
112782,2016,A,,,,
112783,2016,A,,,,
112798,2016,A,META,TH1056010Y02,2624636047.2,1.69373
112804,2016,A,,,,
112805,2016,A,,,,
112810,2016,A,,,,
112812,2016,A,,,,
112814,2016,A,,,,
112815,2016,A,,,,
112816,2016,A,,,,
112818,2016,A,,,,
112822,2016,A,,,,
112828,2016,A,HCA,US40412C1018,27427067318,-3.7561
112869,2016,A,SIX,CA83013J1093,2826040.1,1.52207
112871,2016,A,CRC,CA14186G2009,,
112881,2016,A,BGS,CA0682943059,230849.69,-0.23277
112886,2016,A,XRAY,CA03836P1080,6403568.38,-1.22378
112912,2016,A,SNA,MA0000011843,205051845,3.66
113054,2016,A,ST,CA86181P1045,4725283.9226,0.63986
113095,2016,A,STC,VN000000STC2,216989799000,2.10036
113105,2016,A,,,,
113106,2016,A,,,,
113107,2016,A,,,,
113110,2016,A,,,,
113208,2016,A,,,,
113216,2016,A,,,,
113217,2016,A,,,,
113221,2016,A,,,,
113305,2016,A,,,,
113311,2016,A,,,,
113313,2016,A,,,,
113318,2016,A,,,,
113345,2016,A,PEGA,CA70558T1057,516830.28,-0.52673
113362,2016,A,,,,
113363,2016,A,,,,
113384,2016,A,,,,
113403,2016,A,,,,
113409,2016,A,FNB,NA0003475176,12715201701,3.18701
113410,2016,A,,NZANBD0006S7,,
113421,2016,A,,,,
113422,2016,A,,,,
113425,2016,A,,,,
113431,2016,A,,,,
113433,2016,A,,,,
113457,2016,A,SBT,MKSBTB101013,507879123,0.38843
113459,2016,A,,,,
113460,2016,A,,,,
113471,2016,A,PRMW,US74165N1054,359865400,5.59041
113495,2016,A,,,,
113500,2016,A,,,,
113506,2016,A,,,,
113517,2016,A,CBL,,,
113521,2016,A,,,,
113534,2016,A,,,,
113536,2016,A,AMD,EC00HC010014,17623205,0.88065
113566,2016,A,INT,,,
113584,2016,A,HUM,GB00B60BWY28,62641528.125,0.56623
113593,2016,A,,,,
113620,2016,A,CAL,GH0000000649,411196161.75,0.79151
113632,2016,A,SRI,CH0395718866,,
113722,2016,A,BMI,VN000000BMI0,1.81955E12,0.83805
113724,2016,A,BVH,VN000000BVH3,3.9603437E13,3.03926
113727,2016,A,LSTR,TN0006650014,7668500,-1.20884
113745,2016,A,BVH,BG1100008975,1007584.2,0.15564
113760,2016,A,AIG,PS3003112946,3970620,0.32511
113794,2016,A,MMS,MT0000050105,206908000,2.38302
113820,2016,A,AME,VN000000AME1,46800000066,0.34334
113842,2016,A,STAR,TN0006060016,276923160,0.84711
113858,2016,A,,,,
113859,2016,A,LRN,CA48190B1040,,
113860,2016,A,,,,
113862,2016,A,,,,
113864,2016,A,,,,
113889,2016,A,CLR,ZAE000152377,3522718618.5,1.22939
113901,2016,A,,,,
113903,2016,A,,,,
113904,2016,A,,,,
113924,2016,A,,,,
113969,2016,A,,,,
113981,2016,A,,,,
113986,2016,A,,,,
113989,2016,A,HII,US4464131063,8509578000,5.14796
114034,2016,A,ATR,PLATREM00017,26767229.1,0.49466
114057,2016,A,CMI,VN000000CMI8,121600000000,0.91916
114070,2016,A,,,,
114072,2016,A,,,,
114076,2016,A,,,,
114095,2016,A,GHM,MT0000320102,17380000,6.14134
114126,2016,A,,,,
114130,2016,A,,,,
114133,2016,A,,,,
114148,2016,A,,,,
114149,2016,A,,,,
114158,2016,A,,,,
114167,2016,A,,,,
114212,2016,A,DAR,DE000A0V9LA7,38846925,1.65085
114218,2016,A,,,,
114263,2016,A,BAC,PAL3102171A3,,
114281,2016,A,LII,CA54100T1021,,
114282,2016,A,,CA1610471056,,
114300,2016,A,GHL,TTP501551035,,
114337,2016,A,FRC,US33616C1009,14216509752,2.46423
114340,2016,A,BOCH,IE00BD5B1Y92,1249212300,0.40675
114347,2016,A,OUT,ZAE000314084,61060506020,3.30039
114349,2016,A,C,US1729674242,164763247646,0.80034
114366,2016,A,AGE,AU000000AGE2,5038809.3466,0.37732
114375,2016,A,HCI,VN000000HCI8,50750400000,0.60793
114402,2016,A,,KYG750011002,,
114403,2016,A,BKU,US06652K1034,3926052157.1,1.62339
114422,2016,A,MOS,US61945C1036,10272496642,1.07177
114424,2016,A,PLUG,US72919P2020,229369975.2,3.85196
114429,2016,A,BWA,VN000000BWA6,14850000000,0.46318
114430,2016,A,AL,US00912X3026,3530650895.4,1.0439
114432,2016,A,ROK,CA77544C1041,844979.475,0.63685
114436,2016,A,NPK,SGXZ27777630,5779541.9452,0.35552
114440,2016,A,,,,
114468,2016,A,PCRX,US6951271005,1210634749.6,5.52862
114490,2016,A,INN,US8660821005,1499213268.1,1.48466
114491,2016,A,KOS,US5006881065,2711171238.7,2.50756
114497,2016,A,,,,
114498,2016,A,BANR,US06652V2088,1852522928.5,1.41879
114502,2016,A,EXC,AU000000EXC3,10685813.22,2.01613
114504,2016,A,LAB,US34385P1084,212634240,3.9944
114507,2016,A,SAVE,US8485771021,4011214047.7,2.87623
114541,2016,A,IMH,KE0000000125,35312583510,0.95363
114563,2016,A,PLD,US74340W1036,27908542090,1.87144
114566,2016,A,,,,
114586,2016,A,,KYG914581023,,
114588,2016,A,BKI,CA09214V1040,5590918.165,0.8046
114621,2016,A,INSM,MEINSMRA1HN4,7264745.4702,0.12014
114632,2016,A,PFBC,US7403674044,746088984.94,2.50311
114636,2016,A,UCBI,US90984P3038,2100031756.7,1.95218
114669,2016,A,TAP,,,
114673,2016,A,FBP,PR3186727065,1437319415.1,0.82126
114675,2016,A,INSM,US4576693075,820523131.47,5.31142
114678,2016,A,SIFI,US78425V1044,188078721.6,1.14176
114710,2016,A,PFS,INE560K01014,19054625057,1.0935
114779,2016,A,EEX,PLEKEP000019,177162100,2.5024
114801,2016,A,,,,
114805,2016,A,PVH,US6936561009,7088489525.8,1.47539
114812,2016,A,SXC,US86722A1034,728364196.98,2.34125
114819,2016,A,MPC,US56585A1025,26584800000,1.96096
114824,2016,A,WEN,US95058W1009,3333680480,6.31696
114828,2016,A,,,,
114829,2016,A,,,,
114830,2016,A,,,,
114833,2016,A,,,,
114834,2016,A,,,,
114835,2016,A,,,,
114837,2016,A,AXW,FR0011040500,643013406,1.71554
114863,2016,A,PCOA,US70686R7089,145066767.75,0.89832
114898,2016,A,MGRC,MYQ0155OO000,47050240,2.42636
114931,2016,A,STEL,GB00BYZ5QT80,1828741.3362,0.1885
114932,2016,A,AMCX,US00164V1035,3588610816,-119.29345
114939,2016,A,GPS,CA0557144064,102392161.76,1.09196
115004,2016,A,,KYG8663P1081,,
115020,2016,A,,KYG211911048,,
115024,2016,A,IDT,PLTROMD00010,50535443.6,0.78195
115026,2016,A,ALLY,US02005N1000,8882345820.1,0.66699
115028,2016,A,THR,US88362T1034,615131724.8,2.05943
115052,2016,A,RL,US7512121010,7487528000,2.05659
115055,2016,A,EFX,CA29269R1055,1505460746.9,1.3502
115057,2016,A,,,,
115067,2016,A,STAR,ID1000120306,268800033712,0.5514
115078,2016,A,CHEF,US1630861011,415231410.2,2.14302
115080,2016,A,RL,US7512121010,5148240000,2.05659
115112,2016,A,SRE,GG00B1W3VF54,262998458.85,0.85814
115123,2016,A,HMST,US43785V1026,846885782.8,1.34579
115183,2016,A,LL,CA1352081063,3338802.82,1.54202
115191,2016,A,RNWK,US75605L7082,182254860,2.05749
115204,2016,A,XPO,US9837931008,4794516085.3,1.80353
115210,2016,A,KMPR,US4884011002,2271302642,1.28802
115222,2016,A,NSP,CA63902L2093,25196141.22,10.62832
115346,2016,A,CUBE,US2296631094,4820824881.5,2.91221
115387,2016,A,,,,
115422,2016,A,WEX,CA95816A2002,88370315.82,1.02968
115430,2016,A,MSM,MYL5202OO006,3550049000,1.78681
115442,2016,A,,,,
115464,2016,A,AGEN,US00847G7051,361715123.96,-5.05571
115478,2016,A,ANF,CA03463Y1097,135675526.76,1.43922
115504,2016,A,,,,
115507,2016,A,TEX,ZAE000190542,2858898200,0.79539
