gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,gind
019129,20161231,2016,INDL,C,D,STD,HNRG,HALLADOR ENERGY CO,USD,A,101020
019137,20161231,2016,FS,C,D,STD,OVBC,OHIO VALLEY BANC CORP,USD,A,401010
019137,20161231,2016,INDL,C,D,STD,OVBC,OHIO VALLEY BANC CORP,USD,A,401010
019149,20161231,2016,INDL,C,D,STD,RARE,ULTRAGENYX PHARMACEUTICAL,USD,A,352010
019150,20161231,2016,FS,C,D,STD,OSBC,OLD SECOND BANCORP INC/IL,USD,A,401010
019150,20161231,2016,INDL,C,D,STD,OSBC,OLD SECOND BANCORP INC/IL,USD,A,401010
019154,20161231,2016,INDL,C,D,STD,CARA,CARA THERAPEUTICS INC,USD,A,352020
019159,20161231,2016,FS,C,D,STD,PWOD,PENNS WOODS BANCORP INC,USD,A,401010
019159,20161231,2016,INDL,C,D,STD,PWOD,PENNS WOODS BANCORP INC,USD,A,401010
019172,20160630,2016,INDL,C,D,STD,AMRK,A-MARK PRECIOUS METALS INC,USD,A,402010
019205,20161231,2016,INDL,C,D,STD,CAPR,CAPRICOR THERAPEUTICS INC,USD,A,352010
019274,20161231,2016,INDL,C,D,STD,INGN,INOGEN INC,USD,A,351010
019305,20161231,2016,INDL,C,D,STD,PLPC,PREFORMED LINE PRODUCTS CO,USD,A,201040
019318,20161231,2016,FS,C,D,STD,PRK,PARK NATIONAL CORP,USD,A,401010
019318,20161231,2016,INDL,C,D,STD,PRK,PARK NATIONAL CORP,USD,A,401010
019355,20161231,2016,FS,C,D,STD,SFNC,SIMMONS FIRST NATL CP  -CL A,USD,A,401010
019355,20161231,2016,INDL,C,D,STD,SFNC,SIMMONS FIRST NATL CP  -CL A,USD,A,401010
019391,20160630,2016,INDL,C,D,STD,MBUU,MALIBU BOATS INC,USD,A,252020
019398,20161231,2016,INDL,C,D,STD,DENN,DENNYS CORP,USD,A,253010
019402,20160131,2015,INDL,C,D,STD,GIII,G-III APPAREL GROUP LTD,USD,A,252030
019412,20161231,2016,INDL,C,D,STD,ITCI,INTRA-CELLULAR THERAPIES INC,USD,A,352020
019428,20161231,2016,FS,C,D,STD,GSBC,GREAT SOUTHERN BANCORP,USD,A,401010
019428,20161231,2016,INDL,C,D,STD,GSBC,GREAT SOUTHERN BANCORP,USD,A,401010
019433,20160930,2016,INDL,C,D,STD,PHX,PHX MINERALS INC,USD,A,101020
019440,20161231,2016,INDL,C,D,STD,LADR,LADDER CAPITAL CORP,USD,A,402040
019458,20161231,2016,INDL,C,D,STD,SESN,SESEN BIO INC,USD,A,352010
019471,20161231,2016,INDL,C,D,STD,RVNC,REVANCE THERAPEUTICS INC,USD,A,352020
019507,20161231,2016,INDL,C,D,STD,OUT,OUTFRONT MEDIA INC,USD,A,601010
019516,20161231,2016,INDL,C,D,STD,IBP,INSTALLED BLDG PRODUCTS INC,USD,A,252010
019517,20161231,2016,INDL,C,D,STD,OGS,ONE GAS INC,USD,A,551020
019518,20161231,2016,INDL,C,D,STD,KN,KNOWLES CORP,USD,A,452030
019525,20161231,2016,INDL,C,D,STD,AGFS,AGROFRESH SOLUTIONS INC,USD,A,151010
019526,20161231,2016,INDL,C,D,STD,FPI,FARMLAND PARTNERS INC,USD,A,601010
019534,20161231,2016,INDL,C,D,STD,CNCE,CONCERT PHARMACEUTICLS INC,USD,A,352010
019570,20161231,2016,FS,C,D,STD,STBA,S & T BANCORP INC,USD,A,401010
019570,20161231,2016,INDL,C,D,STD,STBA,S & T BANCORP INC,USD,A,401010
019574,20161231,2016,INDL,C,D,STD,GCI,GANNETT CO INC,USD,A,502010
019581,20160131,2015,INDL,C,D,STD,LE,LANDS' END INC,USD,A,255020
019600,20161231,2016,INDL,C,D,STD,CBAY,CYMABAY THERAPEUTICS INC,USD,A,352020
019602,20161231,2016,INDL,C,D,STD,HEAR,TURTLE BEACH CORP,USD,A,452020
019647,20161231,2016,INDL,C,D,STD,LC,LENDINGCLUB CORP,USD,A,402020
019649,20161231,2016,INDL,C,D,STD,SABR,SABRE CORP,USD,A,451020
019730,20160630,2016,INDL,C,D,STD,PCTY,PAYLOCITY HOLDING CORP,USD,A,451030
019747,20161231,2016,INDL,C,D,STD,QUOT,QUOTIENT TECHNOLOGY INC,USD,A,502010
019753,20161231,2016,INDL,C,D,STD,MGNI,MAGNITE INC,USD,A,502010
019784,20161231,2016,INDL,C,D,STD,EGRX,EAGLE PHARMACEUTICALS INC,USD,A,352010
019815,20161231,2016,FS,C,D,STD,FCBP,FIRST CHOICE BANCORP,USD,I,401010
019815,20161231,2016,INDL,C,D,STD,FCBP,FIRST CHOICE BANCORP,USD,I,401010
019817,20161231,2016,FS,C,D,STD,UVSP,UNIVEST FINANCIAL CORP,USD,A,401010
019817,20161231,2016,INDL,C,D,STD,UVSP,UNIVEST FINANCIAL CORP,USD,A,401010
019832,20161231,2016,INDL,C,D,STD,ARAV,ARAVIVE INC,USD,A,352010
019849,20161231,2016,INDL,C,D,STD,ATEN,A10 NETWORKS INC,USD,A,451030
019858,20161231,2016,INDL,C,D,STD,VRTV,VERITIV CORP,USD,A,201070
019859,20161231,2016,INDL,C,D,STD,AKBA,AKEBIA THERAPEUTICS INC,USD,A,352010
019877,20161231,2016,INDL,C,D,STD,QTWO,Q2 HOLDINGS INC,USD,A,451030
019881,20161231,2016,INDL,C,D,STD,TWOU,2U INC,USD,A,253020
019908,20161231,2016,INDL,C,D,STD,FIVN,FIVE9 INC,USD,A,451030
019927,20161231,2016,FS,C,D,STD,MC,MOELIS & CO,USD,A,402030
019927,20161231,2016,INDL,C,D,STD,MC,MOELIS & CO,USD,A,402030
019935,20161231,2016,INDL,C,D,STD,ENLC,ENLINK MIDSTREAM LLC,USD,A,101020
019967,20160630,2016,INDL,C,D,STD,AGTC,APPLIED GENETIC TECHNOLOGIES,USD,I,352010
019977,20161231,2016,INDL,C,D,STD,WATT,ENERGOUS CORP,USD,A,201040
019998,20161231,2016,INDL,C,D,STD,MEDP,MEDPACE HOLDINGS INC,USD,A,352030
020011,20161231,2016,INDL,C,D,STD,TMST,TIMKENSTEEL CORP,USD,A,151040
020019,20161231,2016,FS,C,D,STD,CVBF,CVB FINANCIAL CORP,USD,A,401010
020019,20161231,2016,INDL,C,D,STD,CVBF,CVB FINANCIAL CORP,USD,A,401010
020044,20161231,2016,INDL,C,D,STD,BGSF,BGSF INC,USD,A,202020
020088,20160131,2015,INDL,C,D,STD,BOX,BOX INC,USD,A,451030
020089,20161231,2016,INDL,C,D,STD,TMX,TERMINIX GLOBAL HOLDINGS INC,USD,I,253020
020109,20161231,2016,FS,C,D,STD,CCBG,CAPITAL CITY BK GROUP INC,USD,A,401010
020109,20161231,2016,INDL,C,D,STD,CCBG,CAPITAL CITY BK GROUP INC,USD,A,401010
020115,20160630,2016,INDL,C,D,STD,PAHC,PHIBRO ANIMAL HEALTH CORP,USD,A,352020
020116,20161231,2016,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,A,451030
020126,20160331,2015,INDL,C,D,STD,WMS,ADVANCED DRAINAGE SYSTEMS,USD,A,201020
020185,20160930,2016,INDL,C,D,STD,SMG,SCOTTS MIRACLE-GRO CO,USD,A,151010
020228,20160630,2016,INDL,C,D,STD,CTLT,CATALENT INC,USD,A,352020
020229,20161231,2016,INDL,C,D,STD,ZEN,ZENDESK INC,USD,A,451030
020232,20161031,2016,INDL,C,D,STD,KEYS,KEYSIGHT TECHNOLOGIES INC,USD,A,452030
020235,20161231,2016,INDL,C,D,STD,DNOW,NOW INC,USD,A,201070
020338,20161231,2016,INDL,C,D,STD,PRMW,PRIMO WATER CORP,USD,A,302010
020412,20161231,2016,INDL,C,D,STD,ARES,ARES MANAGEMENT CORP,USD,A,402030
020422,20161231,2016,FS,C,D,STD,HRTG,HERITAGE INSURANCE HOLDINGS,USD,A,403010
020422,20161231,2016,INDL,C,D,STD,HRTG,HERITAGE INSURANCE HOLDINGS,USD,A,403010
020430,20161231,2016,FS,C,D,STD,SLM,SLM CORP,USD,A,402020
020430,20161231,2016,INDL,C,D,STD,SLM,SLM CORP,USD,A,402020
020502,20161231,2016,INDL,C,D,STD,RYAM,RAYONIER ADVANCED MATERIALS,USD,A,151010
020513,20161231,2016,INDL,C,D,STD,MR,MONTAGE RESOURCES CORP,USD,A,101020
020540,20161231,2016,INDL,C,D,STD,TRUE,TRUECAR INC,USD,A,502030
020548,20161231,2016,INDL,C,D,STD,CTRA,COTERRA ENERGY INC,USD,A,101020
020628,20161231,2016,FS,C,D,STD,ISTR,INVESTAR HOLDING CORP,USD,A,401010
020628,20161231,2016,INDL,C,D,STD,ISTR,INVESTAR HOLDING CORP,USD,A,401010
020644,20161231,2016,INDL,C,D,STD,GPRO,GOPRO INC,USD,A,252010
020645,20161231,2016,INDL,C,D,STD,ARDX,ARDELYX INC,USD,A,352010
020649,20161231,2016,INDL,C,D,STD,SNDX,SYNDAX PHARMACEUTICALS INC,USD,A,352010
020653,20161231,2016,INDL,C,D,STD,DEN,DENBURY INC,USD,A,101020
020655,20161231,2016,INDL,C,D,STD,NEP,NEXTERA ENERGY PARTNERS LP,USD,A,551050
020659,20161231,2016,INDL,C,D,STD,AMPH,AMPHASTAR PHARMACEUTICLS INC,USD,A,352020
020677,20161231,2016,FS,C,D,STD,FFWM,FIRST FOUNDATION INC,USD,A,401010
020677,20161231,2016,INDL,C,D,STD,FFWM,FIRST FOUNDATION INC,USD,A,401010
020686,20161231,2016,FS,C,D,STD,SYF,SYNCHRONY FINANCIAL,USD,A,402020
020686,20161231,2016,INDL,C,D,STD,SYF,SYNCHRONY FINANCIAL,USD,A,402020
020692,20160630,2016,INDL,C,D,STD,KE,KIMBALL ELECTRONICS INC,USD,A,452030
020739,20161231,2016,INDL,C,D,STD,TERP,TERRAFORM POWER INC,USD,A,551050
020740,20161231,2016,INDL,C,D,STD,VIA,VIA RENEWABLES INC,USD,A,551010
020748,20161231,2016,INDL,C,D,STD,ANET,ARISTA NETWORKS INC,USD,A,452010
020756,20161231,2016,INDL,C,D,STD,MTNB,MATINAS BIOPHARMA HLDGS INC,USD,A,352010
020779,20160731,2016,INDL,C,D,STD,CSCO,CISCO SYSTEMS INC,USD,A,452010
020823,20160131,2015,INDL,C,D,STD,HQY,HEALTHEQUITY INC,USD,A,351020
020904,20160930,2016,INDL,C,D,STD,HOLX,HOLOGIC INC,USD,A,351010
020935,20161231,2016,INDL,C,D,STD,TRUP,TRUPANION INC,USD,A,403010
020943,20161231,2016,INDL,C,D,STD,SAGE,SAGE THERAPEUTICS INC,USD,A,352010
020945,20161231,2016,INDL,C,D,STD,IRMD,IRADIMED CORP,USD,A,351010
020960,20161231,2016,INDL,C,D,STD,CNNE,CANNAE HOLDINGS INC,USD,A,402010
020961,20160331,2015,INDL,C,D,STD,ATEX,ANTERIX INC,USD,A,501010
021004,20161231,2016,INDL,C,D,STD,LNTH,LANTHEUS HOLDINGS INC,USD,A,351010
021015,20161231,2016,INDL,C,D,STD,OCUL,OCULAR THERAPEUTIX INC,USD,A,352020
021019,20161231,2016,INDL,C,D,STD,BSIG,BRIGHTSPHERE INVEST GRP INC,USD,A,402030
021020,20161231,2016,INDL,C,D,STD,ADVM,ADVERUM BIOTECHNOLOGIES,USD,A,352010
021033,20161231,2016,INDL,C,D,STD,TTOO,T2 BIOSYSTEMS INC,USD,A,352010
021042,20160331,2015,INDL,C,D,STD,AKTS,AKOUSTIS TECHNOLOGIES INC,USD,A,452030
021042,20160630,2016,INDL,C,D,STD,AKTS,AKOUSTIS TECHNOLOGIES INC,USD,A,452030
021118,20161231,2016,INDL,C,D,STD,AXDX,ACCELERATE DIAGNOSTICS INC,USD,A,351010
021124,20161231,2016,INDL,C,D,STD,LOCO,EL POLLO LOCO HOLDINGS INC,USD,A,253010
021145,20161231,2016,INDL,C,D,STD,OTIC,OTONOMY INC,USD,A,352020
021165,20161231,2016,INDL,C,D,STD,ICD,INDEPENDENCE CONTRACT DRLLNG,USD,A,101010
021237,20161231,2016,INDL,C,D,STD,TTI,TETRA TECHNOLOGIES INC/DE,USD,A,101010
021238,20161231,2016,INDL,C,D,STD,VICR,VICOR CORP,USD,A,201040
021352,20161231,2016,INDL,C,D,STD,AVNS,AVANOS MEDICAL INC,USD,A,351010
021429,20161231,2016,INDL,C,D,STD,GVA,GRANITE CONSTRUCTION INC,USD,A,201030
021431,20161231,2016,INDL,C,D,STD,CRC,CALIFORNIA RESOURCES CORP,USD,A,101020
021440,20161231,2016,INDL,C,D,STD,LSTR,LANDSTAR SYSTEM INC,USD,A,203040
021503,20161231,2016,FS,C,D,STD,KMPR,KEMPER CORP/DE,USD,A,403010
021503,20161231,2016,INDL,C,D,STD,KMPR,KEMPER CORP/DE,USD,A,403010
021515,20161231,2016,INDL,C,D,STD,UNVR,UNIVAR SOLUTIONS INC,USD,A,201070
021522,20161231,2016,INDL,C,D,STD,VYNE,VYNE THERAPEUTICS INC,USD,A,352020
021540,20161231,2016,INDL,C,D,STD,W,WAYFAIR INC,USD,A,255020
021542,20161231,2016,INDL,C,D,STD,AAON,AAON INC,USD,A,201020
021604,20161231,2016,INDL,C,D,STD,PGRE,PARAMOUNT GROUP INC,USD,A,601010
021616,20160930,2016,FS,C,D,STD,GWB,GREAT WESTERN BANCORP INC,USD,I,401010
021616,20160930,2016,INDL,C,D,STD,GWB,GREAT WESTERN BANCORP INC,USD,I,401010
021627,20161231,2016,INDL,C,D,STD,CALA,CALITHERA BIOSCIENCES INC,USD,A,352010
021628,20161231,2016,INDL,C,D,STD,USDP,USD PARTNERS LP,USD,A,101020
021630,20161231,2016,INDL,C,D,STD,STOR,STORE CAPITAL CORP,USD,A,601010
021633,20161231,2016,FS,C,D,STD,VBTX,VERITEX HOLDINGS INC,USD,A,401010
021633,20161231,2016,INDL,C,D,STD,VBTX,VERITEX HOLDINGS INC,USD,A,401010
021743,20160331,2015,INDL,C,D,STD,NVEC,NVE CORP,USD,A,453010
021777,20161231,2016,INDL,C,D,STD,MMSI,MERIT MEDICAL SYSTEMS INC,USD,A,351010
021798,20161231,2016,INDL,C,D,STD,FRPT,FRESHPET INC,USD,A,302020
021799,20161231,2016,INDL,C,D,STD,VCTR,VICTORY CPTL HLDGS INC,USD,A,402030
021808,20161231,2016,INDL,C,D,STD,CZR,CAESARS ENTERTAINMENT INC,USD,A,253010
021825,20161231,2016,FS,C,D,STD,CFG,CITIZENS FINANCIAL GROUP INC,USD,A,401010
021825,20161231,2016,INDL,C,D,STD,CFG,CITIZENS FINANCIAL GROUP INC,USD,A,401010
021834,20161231,2016,INDL,C,D,STD,TUSK,MAMMOTH ENERGY SERVICES INC,USD,A,101010
021838,20161231,2016,INDL,C,D,STD,VIVE,VIVEVE MEDICAL INC,USD,A,351010
021841,20161231,2016,INDL,C,D,STD,CHRS,COHERUS BIOSCIENCES INC,USD,A,352010
021847,20161231,2016,INDL,C,D,STD,HUBS,HUBSPOT INC,USD,A,451030
021898,20160331,2015,INDL,C,D,STD,BOOT,BOOT BARN HOLDINGS INC,USD,A,255040
021901,20161231,2016,INDL,C,D,STD,FGEN,FIBROGEN INC,USD,A,352010
021916,20161231,2016,INDL,C,D,STD,NVRO,NEVRO CORP,USD,A,351010
022000,20161231,2016,INDL,C,D,STD,WK,WORKIVA INC,USD,A,451030
022035,20161231,2016,INDL,C,D,STD,CRBP,CORBUS PHARMACEUTICALS HLDGS,USD,A,352010
022037,20161231,2016,INDL,C,D,STD,SIEN,SIENTRA INC,USD,A,351010
022039,20161231,2016,INDL,C,D,STD,SYNH,SYNEOS HEALTH INC,USD,A,352030
022040,20161231,2016,INDL,C,D,STD,UPLD,UPLAND SOFTWARE INC,USD,A,451030
022047,20161231,2016,INDL,C,D,STD,GRBK,GREEN BRICK PARTNERS INC,USD,A,252010
022053,20161231,2016,INDL,C,D,STD,MCF,CONTANGO OIL & GAS CO,USD,I,101020
022082,20161231,2016,INDL,C,D,STD,JYNT,JOINT CORP (THE),USD,A,351020
022119,20161231,2016,INDL,C,D,STD,AINC,ASHFORD INC,USD,A,402030
022155,20161231,2016,INDL,C,D,STD,FND,FLOOR & DECOR HLDGS,USD,A,255040
022182,20160331,2015,INDL,C,D,STD,NEWR,NEW RELIC INC,USD,A,451030
022207,20161231,2016,INDL,C,D,STD,TBI,TRUEBLUE INC,USD,A,202020
022258,20161231,2016,INDL,C,D,STD,BLCM,BELLICUM PHARMACEUTICALS INC,USD,A,352010
022260,20161231,2016,INDL,C,D,STD,HCA,HCA HEALTHCARE INC,USD,A,351020
022284,20161231,2016,INDL,C,D,STD,SND,SMART SAND INC,USD,A,101010
022373,20160930,2016,INDL,C,D,STD,GNSS,GENASYS INC,USD,A,452010
022439,20161231,2016,INDL,C,D,STD,CURO,CURO GROUP HLDGS CORP,USD,A,402020
022447,20161231,2016,INDL,C,D,STD,PARR,PAR PACIFIC HOLDINGS INC,USD,A,101020
022459,20161231,2016,FS,C,D,STD,UE,URBAN EDGE PROPERTIES,USD,A,601010
022459,20161231,2016,INDL,C,D,STD,UE,URBAN EDGE PROPERTIES,USD,A,601010
022583,20160430,2015,INDL,C,D,STD,GMS,GMS INC,USD,A,201070
022590,20161231,2016,INDL,C,D,STD,PIRS,PIERIS PHARMACEUTICALS INC,USD,A,352010
022603,20161231,2016,INDL,C,D,STD,SUM,SUMMIT MATERIALS INC,USD,A,151020
022632,20160630,2016,INDL,C,D,STD,LCI,LANNETT CO INC,USD,A,352020
022653,20160331,2015,INDL,C,D,STD,VSTO,VISTA OUTDOOR INC,USD,A,252020
022671,20161231,2016,INDL,C,D,STD,ESTE,EARTHSTONE ENERGY INC,USD,A,101020
022672,20161231,2016,INDL,C,D,STD,SHAK,SHAKE SHACK INC,USD,A,253010
022674,20161231,2016,INDL,C,D,STD,DEA,EASTERLY GOVERNMENT PPTYS,USD,A,601010
022717,20161231,2016,FS,C,D,STD,SYBT,STOCK YARDS BANCORP INC,USD,A,401010
022717,20161231,2016,INDL,C,D,STD,SYBT,STOCK YARDS BANCORP INC,USD,A,401010
022741,20161231,2016,INDL,C,D,STD,CC,CHEMOURS CO,USD,A,151010
022761,20160331,2015,INDL,C,D,STD,TIKK,TEL-INSTRUMENT ELECTRONICS,USD,A,201010
022815,20161231,2016,INDL,C,D,STD,TRMB,TRIMBLE INC,USD,A,452030
022817,20160930,2016,INDL,C,D,STD,VERU,VERU INC,USD,A,303020
022853,20161231,2016,INDL,C,D,STD,AJX,GREAT AJAX CORP,USD,A,402040
022867,20161231,2016,INDL,C,D,STD,NVTA,INVITAE CORP,USD,A,351020
022975,20160630,2016,FS,C,D,STD,FNWB,FIRST NORTHWEST BANCRP,USD,A,401010
022975,20160630,2016,INDL,C,D,STD,FNWB,FIRST NORTHWEST BANCRP,USD,A,401010
022983,20161231,2016,FS,C,D,STD,XHR,XENIA HOTELS & RESORTS INC,USD,A,601010
022983,20161231,2016,INDL,C,D,STD,XHR,XENIA HOTELS & RESORTS INC,USD,A,601010
023027,20161231,2016,INDL,C,D,STD,EXPO,EXPONENT INC,USD,A,202020
023071,20161231,2016,INDL,C,D,STD,GDDY,GODADDY INC,USD,A,451020
023077,20161231,2016,FS,C,D,STD,UNIT,UNITI GROUP INC,USD,A,601010
023077,20161231,2016,INDL,C,D,STD,UNIT,UNITI GROUP INC,USD,A,601010
023083,20160930,2016,INDL,C,D,STD,ENR,ENERGIZER HOLDINGS INC,USD,A,303010
023084,20161231,2016,INDL,C,D,STD,BHE,BENCHMARK ELECTRONICS INC,USD,A,452030
023106,20161231,2016,INDL,C,D,STD,VRAY,VIEWRAY INC,USD,A,351010
023167,20160930,2016,INDL,C,D,STD,BLBD,BLUE BIRD CORP,USD,A,201060
023195,20160630,2016,INDL,C,D,STD,MTRX,MATRIX SERVICE CO,USD,A,201030
023208,20160430,2015,INDL,C,D,STD,BNED,BARNES & NOBLE EDUCATION INC,USD,A,255040
023224,20160930,2016,INDL,C,D,STD,ESE,ESCO TECHNOLOGIES INC,USD,A,201060
023225,20161231,2016,INDL,C,D,STD,CABO,CABLE ONE INC,USD,A,502010
023238,20161231,2016,INDL,C,D,STD,ETSY,ETSY INC,USD,A,255020
023245,20161231,2016,INDL,C,D,STD,BLD,TOPBUILD CORP,USD,A,252010
023247,20161231,2016,FS,C,D,STD,PJT,PJT PARTNERS INC,USD,A,402030
023247,20161231,2016,INDL,C,D,STD,PJT,PJT PARTNERS INC,USD,A,402030
023249,20160630,2016,INDL,C,D,STD,LITE,LUMENTUM HOLDINGS INC,USD,A,452010
023252,20160630,2016,INDL,C,D,STD,ETD,ETHAN ALLEN INTERIORS INC,USD,A,252010
023294,20161231,2016,FS,C,D,STD,NCOM,NATIONAL COMMERCE CORP,USD,I,401010
023294,20161231,2016,INDL,C,D,STD,NCOM,NATIONAL COMMERCE CORP,USD,I,401010
023296,20161231,2016,INDL,C,D,STD,EVA,ENVIVA INC,USD,A,101020
023358,20161231,2016,INDL,C,D,STD,CDTX,CIDARA THERAPEUTICS INC,USD,A,352010
023407,20161231,2016,INDL,C,D,STD,BPMC,BLUEPRINT MEDICINES CORP,USD,A,352010
023432,20161231,2016,FS,C,D,STD,VIRT,VIRTU FINANCIAL INC,USD,A,402030
023432,20161231,2016,INDL,C,D,STD,VIRT,VIRTU FINANCIAL INC,USD,A,402030
023450,20161231,2016,FS,C,D,STD,NRIM,NORTHRIM BANCORP INC,USD,A,401010
023450,20161231,2016,INDL,C,D,STD,NRIM,NORTHRIM BANCORP INC,USD,A,401010
023464,20161231,2016,INDL,C,D,STD,OPRX,OPTIMIZERX CORP,USD,A,351030
023500,20161231,2016,FS,C,D,STD,CATY,CATHAY GENERAL BANCORP,USD,A,401010
023500,20161231,2016,INDL,C,D,STD,CATY,CATHAY GENERAL BANCORP,USD,A,401010
023540,20161231,2016,INDL,C,D,STD,HZN,HORIZON GLOBAL CORP,USD,A,251010
023546,20161231,2016,INDL,C,D,STD,CDAY,CERIDIAN HCM HOLDING,USD,A,451030
023555,20161231,2016,INDL,C,D,STD,COLL,COLLEGIUM PHARMACEUTICAL INC,USD,A,352020
023587,20160930,2016,INDL,C,D,STD,HAYN,HAYNES INTERNATIONAL INC,USD,A,151040
023714,20161231,2016,INDL,C,D,STD,CYH,COMMUNITY HEALTH SYSTEMS INC,USD,A,351020
023753,20161231,2016,INDL,C,D,STD,DORM,DORMAN PRODUCTS INC,USD,A,251010
023809,20160831,2016,INDL,C,D,STD,AZO,AUTOZONE INC,USD,A,255040
023812,20161231,2016,INDL,C,D,STD,REGN,REGENERON PHARMACEUTICALS,USD,A,352010
023818,20161231,2016,INDL,C,D,STD,EVH,EVOLENT HEALTH INC,USD,A,351030
023843,20161231,2016,INDL,C,D,STD,WING,WINGSTOP INC,USD,A,253010
023864,20161231,2016,INDL,C,D,STD,EXTN,EXTERRAN CORP,USD,I,101010
023865,20161231,2016,INDL,C,D,STD,BW,BABCOCK & WILCOX ENTERPRISES,USD,A,201040
023978,20161231,2016,INDL,C,D,STD,X,UNITED STATES STEEL CORP,USD,A,151040
023990,20161231,2016,INDL,C,D,STD,GKOS,GLAUKOS CORP,USD,A,351010
023996,20161231,2016,INDL,C,D,STD,GNL,GLOBAL NET LEASE INC,USD,A,601010
024005,20161231,2016,INDL,C,D,STD,AXAS,ABRAXAS PETROLEUM CORP/NV,USD,A,101020
024021,20160331,2015,INDL,C,D,STD,HAE,HAEMONETICS CORP,USD,A,351010
024040,20161231,2016,INDL,C,D,STD,IONS,IONIS PHARMACEUTICALS INC,USD,A,352010
024071,20161231,2016,INDL,C,D,STD,APPF,APPFOLIO INC,USD,A,451030
024076,20160131,2015,INDL,C,D,STD,OLLI,OLLIE'S BARGAIN OUTLET HLDGS,USD,A,255030
024084,20161231,2016,INDL,C,D,STD,CFMS,CONFORMIS INC,USD,A,351010
024099,20161231,2016,INDL,C,D,STD,LCUT,LIFETIME BRANDS INC,USD,A,252010
024135,20161231,2016,INDL,C,D,STD,ALRM,ALARM.COM HOLDINGS INC,USD,A,451030
024157,20161231,2016,INDL,C,D,STD,FCFS,FIRSTCASH HOLDINGS INC,USD,A,402020
024171,20160131,2015,INDL,C,D,STD,DBI,DESIGNER BRANDS INC,USD,A,255040
024176,20161231,2016,INDL,C,D,STD,NTRA,NATERA INC,USD,A,352010
024177,20161231,2016,INDL,C,D,STD,MCRB,SERES THERAPEUTICS INC,USD,A,352010
024197,20161231,2016,INDL,C,D,STD,IDXX,IDEXX LABS INC,USD,A,351010
024216,20161231,2016,INDL,C,D,STD,AES,AES CORP (THE),USD,A,551050
024225,20160331,2015,INDL,C,D,STD,CRVL,CORVEL CORP,USD,A,351020
024232,20161231,2016,FS,C,D,STD,HWC,HANCOCK WHITNEY CORP,USD,A,401010
024232,20161231,2016,INDL,C,D,STD,HWC,HANCOCK WHITNEY CORP,USD,A,401010
024234,20160131,2015,INDL,C,D,STD,IMBI,IMEDIA BRANDS INC,USD,A,255020
024249,20161231,2016,INDL,C,D,STD,TDOC,TELADOC HEALTH INC,USD,A,351030
024287,20161231,2016,FS,C,D,STD,AMBC,AMBAC FINANCIAL GROUP INC,USD,A,403010
024287,20161231,2016,INDL,C,D,STD,AMBC,AMBAC FINANCIAL GROUP INC,USD,A,403010
024291,20161231,2016,INDL,C,D,STD,DIN,DINE BRANDS GLOBAL INC,USD,A,253010
024293,20161231,2016,INDL,C,D,STD,KALU,KAISER ALUMINUM CORP,USD,A,151040
024316,20161231,2016,INDL,C,D,STD,MNST,MONSTER BEVERAGE CORP,USD,A,302010
024330,20161231,2016,INDL,C,D,STD,SRG,SERITAGE GROWTH PROPERTIES,USD,A,601020
024344,20161231,2016,INDL,C,D,STD,VRTX,VERTEX PHARMACEUTICALS INC,USD,A,352010
024350,20160331,2015,INDL,C,D,STD,MNRO,MONRO INC,USD,A,255040
024351,20161231,2016,INDL,C,D,STD,LIND,LINDBLAD EXPEDITIONS HLDGS,USD,A,253010
024352,20161130,2016,INDL,C,D,STD,PRGS,PROGRESS SOFTWARE CORP,USD,A,451030
024379,20161231,2016,FS,C,D,STD,MTG,MGIC INVESTMENT CORP/WI,USD,A,401020
024379,20161231,2016,INDL,C,D,STD,MTG,MGIC INVESTMENT CORP/WI,USD,A,401020
024405,20161231,2016,INDL,C,D,STD,ZBRA,ZEBRA TECHNOLOGIES CP  -CL A,USD,A,452030
024422,20161231,2016,INDL,C,D,STD,AQMS,AQUA METALS INC,USD,A,202010
024430,20160930,2016,INDL,C,D,STD,EZPW,EZCORP INC  -CL A,USD,A,402020
024440,20161231,2016,FS,C,D,STD,PRA,PROASSURANCE CORP,USD,A,403010
024440,20161231,2016,INDL,C,D,STD,PRA,PROASSURANCE CORP,USD,A,403010
024447,20161231,2016,FS,C,D,STD,BOKF,BOK FINANCIAL CORP,USD,A,401010
024447,20161231,2016,INDL,C,D,STD,BOKF,BOK FINANCIAL CORP,USD,A,401010
024458,20161231,2016,INDL,C,D,STD,SPNE,SEASPINE HOLDINGS CORP,USD,A,351010
024463,20160430,2015,INDL,C,D,STD,FIZZ,NATIONAL BEVERAGE CORP,USD,A,302010
024468,20161231,2016,INDL,C,D,STD,BIIB,BIOGEN INC,USD,A,352010
024481,20160630,2016,INDL,C,D,STD,MSGS,MADISON SQUARE GARDEN SPORTS,USD,A,502020
024501,20161231,2016,INDL,C,D,STD,RPD,RAPID7 INC,USD,A,451030
024508,20160131,2015,INDL,C,D,STD,OOMA,OOMA INC,USD,A,501010
024533,20161231,2016,FS,C,D,STD,NHI,NATIONAL HEALTH INVESTORS,USD,A,601010
024533,20161231,2016,INDL,C,D,STD,NHI,NATIONAL HEALTH INVESTORS,USD,A,601010
