gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,gind
013341,20161231,2016,INDL,C,D,STD,PGR,PROGRESSIVE CORP-OHIO,USD,A,403010
013342,20161231,2016,FS,C,D,STD,RLI,RLI CORP,USD,A,403010
013342,20161231,2016,INDL,C,D,STD,RLI,RLI CORP,USD,A,403010
013354,20160229,2015,INDL,C,D,STD,VOXX,VOXX INTERNATIONAL CORP,USD,A,252010
013381,20160131,2015,INDL,C,D,STD,DXLG,DESTINATION XL GROUP INC,USD,A,255040
013421,20161231,2016,INDL,C,D,STD,CDNS,CADENCE DESIGN SYSTEMS INC,USD,A,451030
013431,20161231,2016,INDL,C,D,STD,BRY,BERRY CORP,USD,A,101020
013453,20161231,2016,FS,C,D,STD,OPY,OPPENHEIMER HOLDINGS INC,USD,A,402030
013453,20161231,2016,INDL,C,D,STD,OPY,OPPENHEIMER HOLDINGS INC,USD,A,402030
013480,20161231,2016,INDL,C,D,STD,EBIX,EBIX INC,USD,A,451030
013561,20161231,2016,FS,C,D,STD,MBI,MBIA INC,USD,A,403010
013561,20161231,2016,INDL,C,D,STD,MBI,MBIA INC,USD,A,403010
013570,20161231,2016,INDL,C,D,STD,MIDD,MIDDLEBY CORP,USD,A,201060
013579,20161231,2016,FS,C,D,STD,EQC,EQUITY COMMONWEALTH,USD,A,601010
013579,20161231,2016,INDL,C,D,STD,EQC,EQUITY COMMONWEALTH,USD,A,601010
013602,20160430,2015,INDL,C,D,STD,CRMT,AMERICA'S CAR-MART INC,USD,A,255040
013619,20160331,2015,INDL,C,D,STD,ABMD,ABIOMED INC,USD,I,351010
013623,20161231,2016,INDL,C,D,STD,CNMD,CONMED CORP,USD,A,351010
013700,20161231,2016,INDL,C,D,STD,XRAY,DENTSPLY SIRONA INC,USD,A,351010
013714,20161231,2016,INDL,C,D,STD,PARA,PARAMOUNT GLOBAL,USD,A,502010
013721,20161231,2016,INDL,C,D,STD,ZTS,ZOETIS INC,USD,A,352020
013733,20161231,2016,INDL,C,D,STD,PMD,PSYCHEMEDICS CORP,USD,A,351020
013786,20161231,2016,INDL,C,D,STD,HRTX,HERON THERAPEUTICS INC,USD,A,352010
013824,20160930,2016,INDL,C,D,STD,FICO,FAIR ISAAC CORP,USD,A,451030
013835,20161231,2016,INDL,C,D,STD,RGLS,REGULUS THERAPEUTICS INC,USD,A,352010
013861,20161231,2016,INDL,C,D,STD,TTSH,TILE SHOP HOLDINGS INC,USD,A,255040
013871,20161231,2016,INDL,C,D,STD,SMLP,SUMMIT MIDSTREAM PARTNERS LP,USD,A,101020
013888,20161231,2016,INDL,C,D,STD,COOP,MR COOPER GROUP INC,USD,A,401020
013906,20160930,2016,INDL,C,D,STD,JOUT,JOHNSON OUTDOORS INC  -CL A,USD,A,252020
013963,20161231,2016,INDL,C,D,STD,VGR,VECTOR GROUP LTD,USD,A,302030
013988,20161231,2016,FS,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,USD,A,402030
013988,20161231,2016,INDL,C,D,STD,SCHW,SCHWAB (CHARLES) CORP,USD,A,402030
014027,20161231,2016,INDL,C,D,STD,CLH,CLEAN HARBORS INC,USD,A,202010
014084,20161231,2016,INDL,C,D,STD,AIN,ALBANY INTL CORP  -CL A,USD,A,201060
014108,20161231,2016,INDL,C,D,STD,CYBE,CYBEROPTICS CORP,USD,I,453010
014113,20160930,2016,INDL,C,D,STD,MITK,MITEK SYSTEMS INC,USD,A,451030
014172,20161231,2016,FS,C,D,STD,FULT,FULTON FINANCIAL CORP,USD,A,401010
014172,20161231,2016,INDL,C,D,STD,FULT,FULTON FINANCIAL CORP,USD,A,401010
014219,20161231,2016,FS,C,D,STD,CADE,CADENCE BANK,USD,A,401010
014219,20161231,2016,INDL,C,D,STD,CADE,CADENCE BANK,USD,A,401010
014225,20161231,2016,INDL,C,D,STD,FAST,FASTENAL CO,USD,A,201070
014253,20161231,2016,FS,C,D,STD,WABC,WESTAMERICA BANCORPORATION,USD,A,401010
014253,20161231,2016,INDL,C,D,STD,WABC,WESTAMERICA BANCORPORATION,USD,A,401010
014275,20161231,2016,FS,C,D,STD,FRC,FIRST REPUBLIC BANK,USD,A,401010
014275,20161231,2016,INDL,C,D,STD,FRC,FIRST REPUBLIC BANK,USD,A,401010
014282,20161231,2016,INDL,C,D,STD,APH,AMPHENOL CORP,USD,A,452030
014309,20161231,2016,INDL,C,D,STD,IPAR,INTER PARFUMS INC,USD,A,303020
014311,20161231,2016,INDL,C,D,STD,PII,POLARIS INC,USD,A,252020
014320,20161231,2016,INDL,C,D,STD,ICPT,INTERCEPT PHARMA INC,USD,A,352010
014359,20161231,2016,INDL,C,D,STD,PXD,PIONEER NATURAL RESOURCES CO,USD,A,101020
014369,20161231,2016,INDL,C,D,STD,USM,US CELLULAR CORP,USD,A,501020
014370,20161231,2016,INDL,C,D,STD,MAN,MANPOWERGROUP,USD,A,202020
014401,20161231,2016,FS,C,D,STD,ITIC,INVESTORS TITLE CO,USD,A,403010
014401,20161231,2016,INDL,C,D,STD,ITIC,INVESTORS TITLE CO,USD,A,403010
014403,20161231,2016,FS,C,D,STD,DX,DYNEX CAPITAL INC,USD,A,402040
014403,20161231,2016,INDL,C,D,STD,DX,DYNEX CAPITAL INC,USD,A,402040
014418,20161231,2016,INDL,C,D,STD,MGM,MGM RESORTS INTERNATIONAL,USD,A,253010
014477,20161231,2016,INDL,C,D,STD,WM,WASTE MANAGEMENT INC,USD,A,202010
014489,20160131,2015,INDL,C,D,STD,DELL,DELL TECHNOLOGIES INC,USD,A,452020
014535,20161231,2016,INDL,C,D,STD,SSP,EW SCRIPPS  -CL A,USD,A,502010
014561,20160630,2016,INDL,C,D,STD,COHR,COHERENT CORP,USD,A,452030
014590,20161231,2016,INDL,C,D,STD,FCX,FREEPORT-MCMORAN INC,USD,A,151040
014603,20160430,2015,INDL,C,D,STD,CDMO,AVID BIOSERVICES INC,USD,A,352010
014624,20161231,2016,INDL,C,D,STD,ODP,ODP CORP,USD,A,255040
014790,20161231,2016,INDL,C,D,STD,MTH,MERITAGE HOMES CORP,USD,A,252010
014793,20161231,2016,INDL,C,D,STD,ARCH,ARCH RESOURCES INC,USD,A,101020
014794,20161231,2016,INDL,C,D,STD,CMT,CORE MOLDING TECHNOLOGIES,USD,A,151010
014822,20161231,2016,FS,C,D,STD,WRB,BERKLEY (W R) CORP,USD,A,403010
014822,20161231,2016,INDL,C,D,STD,WRB,BERKLEY (W R) CORP,USD,A,403010
014824,20161231,2016,FS,C,D,STD,CINF,CINCINNATI FINANCIAL CORP,USD,A,403010
014824,20161231,2016,INDL,C,D,STD,CINF,CINCINNATI FINANCIAL CORP,USD,A,403010
014828,20161231,2016,FS,C,D,STD,ORI,OLD REPUBLIC INTL CORP,USD,A,403010
014828,20161231,2016,INDL,C,D,STD,ORI,OLD REPUBLIC INTL CORP,USD,A,403010
014891,20161231,2016,INDL,C,D,STD,MGPI,MGP INGREDIENTS INC,USD,A,302010
014898,20161231,2016,INDL,C,D,STD,DDD,3D SYSTEMS CORP,USD,A,201060
014934,20161231,2016,INDL,C,D,STD,DVN,DEVON ENERGY CORP,USD,A,101020
014954,20160831,2016,INDL,C,D,STD,LNN,LINDSAY CORP,USD,A,201060
014960,20161231,2016,INDL,C,D,STD,LH,LABORATORY CP OF AMER HLDGS,USD,A,351020
015044,20160131,2015,INDL,C,D,STD,WDAY,WORKDAY INC,USD,A,451030
015060,20161231,2016,INDL,C,D,STD,CPE,CALLON PETROLEUM CO/DE,USD,A,101020
015101,20161231,2016,FS,C,D,STD,MFA,MFA FINANCIAL INC,USD,A,402040
015101,20161231,2016,INDL,C,D,STD,MFA,MFA FINANCIAL INC,USD,A,402040
015111,20161231,2016,FS,C,D,STD,RPT,RPT REALTY,USD,A,601010
015111,20161231,2016,INDL,C,D,STD,RPT,RPT REALTY,USD,A,601010
015142,20161231,2016,FS,C,D,STD,STAR,ISTAR INC,USD,A,601010
015142,20161231,2016,INDL,C,D,STD,STAR,ISTAR INC,USD,A,601010
015153,20161231,2016,FS,C,D,STD,AGM,FEDERAL AGRICULTURE MTG CP,USD,A,401020
015153,20161231,2016,INDL,C,D,STD,AGM,FEDERAL AGRICULTURE MTG CP,USD,A,401020
015199,20161231,2016,FS,C,D,STD,SRCE,1ST SOURCE CORP,USD,A,401010
015199,20161231,2016,INDL,C,D,STD,SRCE,1ST SOURCE CORP,USD,A,401010
015247,20161231,2016,INDL,C,D,STD,VLO,VALERO ENERGY CORP,USD,A,101020
015252,20161231,2016,INDL,C,D,STD,TRS,TRIMAS CORP,USD,A,151030
015267,20161231,2016,INDL,C,D,STD,IEX,IDEX CORP,USD,A,201060
015343,20161231,2016,INDL,C,D,STD,MLI,MUELLER INDUSTRIES,USD,A,201060
015363,20161231,2016,FS,C,D,STD,TCF,TCF FINANCIAL CORP,USD,A,401010
015363,20161231,2016,INDL,C,D,STD,TCF,TCF FINANCIAL CORP,USD,A,401010
015414,20160630,2016,INDL,C,D,STD,TECH,BIO-TECHNE CORP,USD,A,352030
015417,20161231,2016,INDL,C,D,STD,BRO,BROWN & BROWN INC,USD,A,403010
015459,20161231,2016,INDL,C,D,STD,TG,TREDEGAR CORP,USD,A,151040
015539,20161231,2016,INDL,C,D,STD,PRTK,PARATEK PHARMACEUTCLS INC,USD,A,352020
015855,20160331,2015,INDL,C,D,STD,GEN,GEN DIGITAL INC,USD,A,451030
016009,20160131,2015,INDL,C,D,STD,SPWH,SPORTSMANS WAREHOUSE HLDGS,USD,A,255040
016101,20161231,2016,INDL,C,D,STD,ABBV,ABBVIE INC,USD,A,352010
016113,20161231,2016,INDL,C,D,STD,APAM,ARTISAN PARTNERS ASSET MGMT,USD,A,402030
016188,20161231,2016,INDL,C,D,STD,CGNX,COGNEX CORP,USD,A,452030
016269,20160930,2016,INDL,C,D,STD,ENTA,ENANTA PHARMACEUTICALS INC,USD,A,352010
016384,20161231,2016,INDL,C,D,STD,VOYA,VOYA FINANCIAL INC,USD,A,402010
016401,20160331,2015,INDL,C,D,STD,CRUS,CIRRUS LOGIC INC,USD,A,453010
016453,20160531,2015,INDL,C,D,STD,NEOG,NEOGEN CORP,USD,A,351010
016476,20161130,2016,INDL,C,D,STD,LEVI,LEVI STRAUSS & CO,USD,A,252030
016477,20161231,2016,INDL,C,D,STD,LEA,LEAR CORP,USD,A,251010
016478,20161231,2016,INDL,C,D,STD,EOG,EOG RESOURCES INC,USD,A,101020
016486,20161231,2016,INDL,C,D,STD,BCC,BOISE CASCADE CO,USD,A,201070
016597,20161231,2016,INDL,C,D,STD,LSCC,LATTICE SEMICONDUCTOR CORP,USD,A,453010
016653,20161231,2016,INDL,C,D,STD,TMHC,TAYLOR MORRISON HOME CORP,USD,A,252010
016668,20161231,2016,FS,C,D,STD,AROW,ARROW FINANCIAL CORP,USD,A,401010
016668,20161231,2016,INDL,C,D,STD,AROW,ARROW FINANCIAL CORP,USD,A,401010
016689,20160630,2016,FS,C,D,STD,NBN,NORTHEAST BANK,USD,A,401010
016689,20160630,2016,INDL,C,D,STD,NBN,NORTHEAST BANK,USD,A,401010
016698,20161231,2016,FS,C,D,STD,BMTC,BRYN MAWR BANK CORP,USD,I,401010
016698,20161231,2016,INDL,C,D,STD,BMTC,BRYN MAWR BANK CORP,USD,I,401010
016705,20161231,2016,FS,C,D,STD,CPF,CENTRAL PACIFIC FINANCIAL CP,USD,A,401010
016705,20161231,2016,INDL,C,D,STD,CPF,CENTRAL PACIFIC FINANCIAL CP,USD,A,401010
016710,20160930,2016,INDL,C,D,STD,DGII,DIGI INTERNATIONAL INC,USD,A,452010
016721,20160331,2015,INDL,C,D,STD,EA,ELECTRONIC ARTS INC,USD,A,502020
016775,20161231,2016,FS,C,D,STD,CIA,CITIZENS INC,USD,A,403010
016775,20161231,2016,INDL,C,D,STD,CIA,CITIZENS INC,USD,A,403010
016777,20161231,2016,FS,C,D,STD,FBNC,FIRST BANCORP/NC,USD,A,401010
016777,20161231,2016,INDL,C,D,STD,FBNC,FIRST BANCORP/NC,USD,A,401010
016781,20161231,2016,FS,C,D,STD,CHCO,CITY HOLDING CO,USD,A,401010
016781,20161231,2016,INDL,C,D,STD,CHCO,CITY HOLDING CO,USD,A,401010
016790,20161231,2016,FS,C,D,STD,CBU,COMMUNITY BANK SYSTEM INC,USD,A,401010
016790,20161231,2016,INDL,C,D,STD,CBU,COMMUNITY BANK SYSTEM INC,USD,A,401010
016832,20161231,2016,FS,C,D,STD,GBCI,GLACIER BANCORP INC,USD,A,401010
016832,20161231,2016,INDL,C,D,STD,GBCI,GLACIER BANCORP INC,USD,A,401010
016845,20161231,2016,FS,C,D,STD,FRME,FIRST MERCHANTS CORP,USD,A,401010
016845,20161231,2016,INDL,C,D,STD,FRME,FIRST MERCHANTS CORP,USD,A,401010
016848,20161231,2016,INDL,C,D,STD,TVTX,TRAVERE THERAPEUTICS INC,USD,A,352010
016878,20161231,2016,FS,C,D,STD,ELLH,ELAH HOLDINGS INC,USD,A,151040
016878,20161231,2016,INDL,C,D,STD,ELLH,ELAH HOLDINGS INC,USD,A,151040
016889,20161231,2016,FS,C,D,STD,INDB,INDEPENDENT BANK CORP/MA,USD,A,401010
016889,20161231,2016,INDL,C,D,STD,INDB,INDEPENDENT BANK CORP/MA,USD,A,401010
016890,20161231,2016,FS,C,D,STD,IBCP,INDEPENDENT BANK CORP/MI,USD,A,401010
016890,20161231,2016,INDL,C,D,STD,IBCP,INDEPENDENT BANK CORP/MI,USD,A,401010
016967,20161231,2016,FS,C,D,STD,HIFS,HINGHAM INSTN FOR SAVINGS,USD,A,401020
016967,20161231,2016,INDL,C,D,STD,HIFS,HINGHAM INSTN FOR SAVINGS,USD,A,401020
017035,20161231,2016,FS,C,D,STD,MCY,MERCURY GENERAL CORP,USD,A,403010
017035,20161231,2016,INDL,C,D,STD,MCY,MERCURY GENERAL CORP,USD,A,403010
017073,20161231,2016,FS,C,D,STD,NWLI,NATIONAL WESTERN LIFE GROUP,USD,A,403010
017073,20161231,2016,INDL,C,D,STD,NWLI,NATIONAL WESTERN LIFE GROUP,USD,A,403010
017095,20161231,2016,FS,C,D,STD,ONB,OLD NATIONAL BANCORP,USD,A,401010
017095,20161231,2016,INDL,C,D,STD,ONB,OLD NATIONAL BANCORP,USD,A,401010
017101,20160630,2016,INDL,C,D,STD,IMGN,IMMUNOGEN INC,USD,A,352010
017106,20161231,2016,FS,C,D,STD,PEBO,PEOPLES BANCORP INC/OH,USD,A,401010
017106,20161231,2016,INDL,C,D,STD,PEBO,PEOPLES BANCORP INC/OH,USD,A,401010
017115,20161231,2016,FS,C,D,STD,SIGI,SELECTIVE INS GROUP INC,USD,A,403010
017115,20161231,2016,INDL,C,D,STD,SIGI,SELECTIVE INS GROUP INC,USD,A,403010
017120,20161231,2016,FS,C,D,STD,SIVB,SVB FINANCIAL GROUP,USD,A,401010
017120,20161231,2016,INDL,C,D,STD,SIVB,SVB FINANCIAL GROUP,USD,A,401010
017132,20161231,2016,FS,C,D,STD,WSFS,WSFS FINANCIAL CORP,USD,A,401020
017132,20161231,2016,INDL,C,D,STD,WSFS,WSFS FINANCIAL CORP,USD,A,401020
017145,20160930,2016,FS,C,D,STD,WAFD,WASHINGTON FEDERAL INC,USD,A,401010
017145,20160930,2016,INDL,C,D,STD,WAFD,WASHINGTON FEDERAL INC,USD,A,401010
017150,20161231,2016,FS,C,D,STD,WBS,WEBSTER FINANCIAL CORP,USD,A,401010
017150,20161231,2016,INDL,C,D,STD,WBS,WEBSTER FINANCIAL CORP,USD,A,401010
017151,20161231,2016,FS,C,D,STD,WSBC,WESBANCO INC,USD,A,401010
017151,20161231,2016,INDL,C,D,STD,WSBC,WESBANCO INC,USD,A,401010
017173,20161231,2016,FS,C,D,STD,ACNB,ACNB CORP,USD,A,401010
017173,20161231,2016,INDL,C,D,STD,ACNB,ACNB CORP,USD,A,401010
017184,20161231,2016,FS,C,D,STD,SBCF,SEACOAST BANKING CORP/FL,USD,A,401010
017184,20161231,2016,INDL,C,D,STD,SBCF,SEACOAST BANKING CORP/FL,USD,A,401010
017185,20161231,2016,INDL,C,D,STD,XXII,22ND CENTURY GROUP INC,USD,A,302030
017195,20161231,2016,FS,C,D,STD,FFBC,FIRST FINL BANCORP INC/OH,USD,A,401010
017195,20161231,2016,INDL,C,D,STD,FFBC,FIRST FINL BANCORP INC/OH,USD,A,401010
017199,20161231,2016,INDL,C,D,STD,BLFS,BIOLIFE SOLUTIONS INC,USD,A,352030
017228,20161231,2016,INDL,C,D,STD,TALO,TALOS ENERGY INC,USD,A,101020
017240,20161231,2016,FS,C,D,STD,TMP,TOMPKINS FINANCIAL CORP,USD,A,401010
017240,20161231,2016,INDL,C,D,STD,TMP,TOMPKINS FINANCIAL CORP,USD,A,401010
017252,20161231,2016,FS,C,D,STD,UFCS,UNITED FIRE GROUP INC,USD,A,403010
017252,20161231,2016,INDL,C,D,STD,UFCS,UNITED FIRE GROUP INC,USD,A,403010
017277,20161231,2016,INDL,C,D,STD,NVEE,NV5 GLOBAL INC,USD,A,202020
017306,20161231,2016,INDL,C,D,STD,PFSI,PENNYMAC FINANCIAL SERVICES,USD,A,401020
017451,20161231,2016,FS,C,D,STD,IBTX,INDEPENDENT BK GRP INC,USD,A,401010
017451,20161231,2016,INDL,C,D,STD,IBTX,INDEPENDENT BK GRP INC,USD,A,401010
017498,20161231,2016,INDL,C,D,STD,CMRX,CHIMERIX INC,USD,A,352010
017534,20161231,2016,FS,C,D,STD,CCNE,CNB FINANCIAL CORP/PA,USD,A,401010
017534,20161231,2016,INDL,C,D,STD,CCNE,CNB FINANCIAL CORP/PA,USD,A,401010
017553,20160930,2016,INDL,C,D,STD,MODN,MODEL N INC,USD,A,451030
017594,20161231,2016,FS,C,D,STD,RBNC,RELIANT BANCORP INC,USD,I,401010
017594,20161231,2016,INDL,C,D,STD,RBNC,RELIANT BANCORP INC,USD,I,401010
017626,20161231,2016,INDL,C,D,STD,AHH,ARMADA HOFFLER PROPERTIES,USD,A,601010
017639,20161231,2016,INDL,C,D,STD,AMH,AMERICAN HOMES 4 RENT,USD,A,601010
017653,20161231,2016,INDL,C,D,STD,ADMA,ADMA BIOLOGICS INC,USD,A,352010
017696,20161231,2016,FS,C,D,STD,TSC,TRISTATE CAPITAL HLDGS INC,USD,I,401010
017696,20161231,2016,INDL,C,D,STD,TSC,TRISTATE CAPITAL HLDGS INC,USD,I,401010
017715,20161231,2016,FS,C,D,STD,CVLY,CODORUS VALLEY BANCORP,USD,A,401010
017715,20161231,2016,INDL,C,D,STD,CVLY,CODORUS VALLEY BANCORP,USD,A,401010
017724,20161231,2016,FS,C,D,STD,CNOB,CONNECTONE BANCORP INC,USD,A,401010
017724,20161231,2016,INDL,C,D,STD,CNOB,CONNECTONE BANCORP INC,USD,A,401010
017769,20161231,2016,INDL,C,D,STD,HASI,HANNON ARMSTRONG SUST INFR,USD,A,402040
017811,20161231,2016,INDL,C,D,STD,ECOM,CHANNELADVISOR CORP,USD,I,451030
017874,20161231,2016,INDL,C,D,STD,TMUS,T-MOBILE US INC,USD,A,501020
017877,20161231,2016,FS,C,D,STD,CHMG,CHEMUNG FINANCIAL CORP,USD,A,401010
017877,20161231,2016,INDL,C,D,STD,CHMG,CHEMUNG FINANCIAL CORP,USD,A,401010
017878,20161231,2016,INDL,C,D,STD,RITM,RITHM CAPITAL CORP,USD,A,402040
017910,20161231,2016,INDL,C,D,STD,NHWK,NIGHTHAWK BIOSCIENCES INC,USD,A,352010
017928,20161231,2016,INDL,C,D,STD,IQV,IQVIA HOLDINGS INC,USD,A,352030
017934,20161231,2016,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,A,301010
017998,20161231,2016,INDL,C,D,STD,BLUE,BLUEBIRD BIO INC,USD,A,352010
018004,20161231,2016,INDL,C,D,STD,CCS,CENTURY COMMUNITIES INC,USD,A,252010
018009,20161231,2016,INDL,C,D,STD,NSTG,NANOSTRING TECHNOLOGIES INC,USD,A,352030
018036,20161231,2016,INDL,C,D,STD,COMM,COMMSCOPE HOLDING CO INC,USD,A,452010
018037,20161231,2016,FS,C,D,STD,CZNC,CITIZENS & NORTHERN CORP,USD,A,401010
018037,20161231,2016,INDL,C,D,STD,CZNC,CITIZENS & NORTHERN CORP,USD,A,401010
018040,20161231,2016,FS,C,D,STD,FRBK,REPUBLIC FIRST BANCORP INC,USD,A,401010
018040,20161231,2016,INDL,C,D,STD,FRBK,REPUBLIC FIRST BANCORP INC,USD,A,401010
018043,20160630,2016,INDL,C,D,STD,NWSA,NEWS CORP,USD,A,502010
018047,20161231,2016,INDL,C,D,STD,NDLS,NOODLES & CO,USD,A,253010
018049,20161231,2016,FS,C,D,STD,FNB,F N B CORP/FL,USD,A,401010
018049,20161231,2016,INDL,C,D,STD,FNB,F N B CORP/FL,USD,A,401010
018071,20161231,2016,INDL,C,D,STD,REXR,REXFORD INDUS REALTY,USD,A,601010
018073,20161231,2016,FS,C,D,STD,CHMI,CHERRY HILL MTG INVST,USD,A,402040
018073,20161231,2016,INDL,C,D,STD,CHMI,CHERRY HILL MTG INVST,USD,A,402040
018110,20161231,2016,FS,C,D,STD,FFKT,FARMERS CAPITAL BANK CORP,USD,I,401010
018110,20161231,2016,INDL,C,D,STD,FFKT,FARMERS CAPITAL BANK CORP,USD,I,401010
018159,20161231,2016,INDL,C,D,STD,AGIO,AGIOS PHARMACEUTICALS,USD,A,352010
018162,20161231,2016,INDL,C,D,STD,ESPR,ESPERION THERAPEUTICS INC,USD,A,352020
018172,20161231,2016,INDL,C,D,STD,ONTX,ONCONOVA THERAPEUTICS INC,USD,A,352020
018204,20161231,2016,INDL,C,D,STD,ANIP,ANI PHARMACEUTICALS INC,USD,A,352020
018241,20161231,2016,FS,C,D,STD,FCF,FIRST COMMONWLTH FINL CP/PA,USD,A,401010
018241,20161231,2016,INDL,C,D,STD,FCF,FIRST COMMONWLTH FINL CP/PA,USD,A,401010
018264,20161231,2016,FS,C,D,STD,FVCB,FVCBANKCORP INC,USD,A,401010
018264,20161231,2016,INDL,C,D,STD,FVCB,FVCBANKCORP INC,USD,A,401010
018276,20161231,2016,FS,C,D,STD,THFF,FIRST FINANCIAL CORP/IN,USD,A,401010
018276,20161231,2016,INDL,C,D,STD,THFF,FIRST FINANCIAL CORP/IN,USD,A,401010
018307,20161231,2016,FS,C,D,STD,FLIC,FIRST LONG ISLAND CORP,USD,A,401010
018307,20161231,2016,INDL,C,D,STD,FLIC,FIRST LONG ISLAND CORP,USD,A,401010
018312,20161231,2016,INDL,C,D,STD,USFD,US FOODS HOLDING CORP,USD,A,301010
018315,20161231,2016,INDL,C,D,STD,PGEN,PRECIGEN INC,USD,A,352010
018320,20161231,2016,INDL,C,D,STD,FOXF,FOX FACTORY HOLDING CP,USD,A,251010
018329,20161231,2016,FS,C,D,STD,BUSE,FIRST BUSEY CORP,USD,A,401010
018329,20161231,2016,INDL,C,D,STD,BUSE,FIRST BUSEY CORP,USD,A,401010
018383,20161231,2016,INDL,C,D,STD,BRX,BRIXMOR PROPERTY GROUP INC,USD,A,601010
018434,20161231,2016,FS,C,D,STD,ALRS,ALERUS FINANCIAL CORP,USD,A,402010
018434,20161231,2016,INDL,C,D,STD,ALRS,ALERUS FINANCIAL CORP,USD,A,402010
018465,20161231,2016,INDL,C,D,STD,AR,ANTERO RESOURCES CORP,USD,A,101020
018468,20161231,2016,INDL,C,D,STD,PAGP,PLAINS GP HOLDINGS LP,USD,A,101020
018498,20161231,2016,INDL,C,D,STD,MUSA,MURPHY USA INC,USD,A,255040
018533,20161231,2016,FS,C,D,STD,HBNC,HORIZON BANCORP INC,USD,A,401010
018533,20161231,2016,INDL,C,D,STD,HBNC,HORIZON BANCORP INC,USD,A,401010
018556,20161231,2016,INDL,C,D,STD,CHGG,CHEGG INC,USD,A,253020
018561,20161231,2016,INDL,C,D,STD,BNFT,BENEFITFOCUS INC,USD,A,451030
018562,20161231,2016,INDL,C,D,STD,FATE,FATE THERAPEUTICS INC,USD,A,352010
018564,20161231,2016,INDL,C,D,STD,AAOI,APPLIED OPTOELECTRONICS INC,USD,A,452010
018572,20161231,2016,INDL,C,D,STD,ISEE,IVERIC BIO INC,USD,A,352010
018578,20161231,2016,FS,C,D,STD,RMAX,RE/MAX HOLDINGS INC,USD,A,601020
018578,20161231,2016,INDL,C,D,STD,RMAX,RE/MAX HOLDINGS INC,USD,A,601020
018624,20160630,2016,INDL,C,D,STD,PINC,PREMIER INC,USD,A,351020
018629,20161231,2016,INDL,C,D,STD,LGIH,LGI HOMES INC,USD,A,252010
018630,20161231,2016,INDL,C,D,STD,RNG,RINGCENTRAL INC,USD,A,451030
018658,20161231,2016,INDL,C,D,STD,MGNX,MACROGENICS INC,USD,A,352010
018666,20161231,2016,INDL,C,D,STD,ASXC,ASENSUS SURGICAL INC,USD,A,351010
018675,20160131,2015,INDL,C,D,STD,BURL,BURLINGTON STORES INC,USD,A,255040
018683,20160131,2015,INDL,C,D,STD,SAIC,SCIENCE APPLICATIONS INTL CP,USD,A,202020
018689,20160131,2015,INDL,C,D,STD,VEEV,VEEVA SYSTEMS INC,USD,A,351030
018699,20160930,2016,INDL,C,D,STD,PTC,PTC INC,USD,A,451030
018732,20161231,2016,FS,C,D,STD,LKFN,LAKELAND FINANCIAL CORP,USD,A,401010
018732,20161231,2016,INDL,C,D,STD,LKFN,LAKELAND FINANCIAL CORP,USD,A,401010
018749,20161231,2016,INDL,C,D,STD,AERI,AERIE PHARMACEUTICALS INC,USD,I,352020
018792,20161231,2016,INDL,C,D,STD,GLPI,GAMING & LEISURE PPTYS,USD,A,601010
018839,20161231,2016,INDL,C,D,STD,PBPB,POTBELLY CORP,USD,A,253010
018842,20160229,2015,INDL,C,D,STD,TCS,CONTAINER STORE GROUP,USD,A,255040
018872,20161231,2016,INDL,C,D,STD,TWTR,TWITTER INC,USD,I,502030
018875,20161231,2016,INDL,C,D,STD,EXPI,EXP WORLD HOLDINGS INC,USD,A,601020
018878,20161231,2016,INDL,C,D,STD,GLYC,GLYCOMIMETICS INC,USD,A,352010
018888,20161231,2016,INDL,C,D,STD,AMRX,AMNEAL PHARMACEUTICALS INC,USD,A,352020
018899,20161231,2016,INDL,C,D,STD,TNDM,TANDEM DIABETES CARE INC,USD,A,351010
018925,20161231,2016,INDL,C,D,STD,TRVN,TREVENA INC,USD,A,352010
018930,20161231,2016,INDL,C,D,STD,KPTI,KARYOPHARM THERAPEUTICS INC,USD,A,352010
018938,20161231,2016,INDL,C,D,STD,XNCR,XENCOR INC,USD,A,352010
018947,20161231,2016,INDL,C,D,STD,VCYT,VERACYTE INC,USD,A,352010
018982,20161231,2016,INDL,C,D,STD,ZCOR,ZYLA LIFE SCIENCES,USD,I,352020
019000,20161231,2016,INDL,C,D,STD,MMI,MARCUS & MILLICHAP INC,USD,A,601020
019025,20161231,2016,INDL,C,D,STD,SCTL,SOCIETAL CDMO INC,USD,A,352020
019044,20161231,2016,INDL,C,D,STD,VRNS,VARONIS SYSTEMS INC,USD,A,451030
019057,20161231,2016,FS,C,D,STD,MBTF,MBT FINANCIAL CORP,USD,I,401010
019057,20161231,2016,INDL,C,D,STD,MBTF,MBT FINANCIAL CORP,USD,I,401010
019071,20161231,2016,INDL,C,D,STD,CWH,CAMPING WORLD HOLDINGS INC,USD,A,255040
019084,20161231,2016,INDL,C,D,STD,BHR,BRAEMAR HOTELS & RESORTS INC,USD,A,601010
019094,20161231,2016,FS,C,D,STD,NBTB,N B T BANCORP INC,USD,A,401010
019094,20161231,2016,INDL,C,D,STD,NBTB,N B T BANCORP INC,USD,A,401010
